Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay
RIVIAN R1T Performance Dual Max (21in),,,Auto-1,4WD,Electricity,FA,pickup,10,91,77,84,10,Elite
RIVIAN R1T Performance Dual Max (21in),,,Auto-1,4WD,Electricity,CA,pickup,10,91,77,84,10,Elite
RIVIAN R1T Performance Dual Max (22in),,,Auto-1,4WD,Electricity,FA,pickup,10,84,72,78,10,Elite
RIVIAN R1T Performance Dual Max (22in),,,Auto-1,4WD,Electricity,CA,pickup,10,84,72,78,10,Elite
RIVIAN R1T Quad Large (20in),,,Auto-1,4WD,Electricity,FA,pickup,10,69,60,64,10,Elite
RIVIAN R1T Quad Large (20in),,,Auto-1,4WD,Electricity,CA,pickup,10,69,60,64,10,Elite
RIVIAN R1T Quad Large (21in),,,Auto-1,4WD,Electricity,FA,pickup,10,76,69,73,10,Elite
RIVIAN R1T Quad Large (21in),,,Auto-1,4WD,Electricity,CA,pickup,10,76,69,73,10,Elite
RIVIAN R1T Quad Large (22in),,,Auto-1,4WD,Electricity,FA,pickup,10,73,63,68,10,Elite
RIVIAN R1T Quad Large (22in),,,Auto-1,4WD,Electricity,CA,pickup,10,73,63,68,10,Elite
ROLLS-ROYCE Black Badge Spectre (22'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,74,84,78,10,Elite
ROLLS-ROYCE Black Badge Spectre (22'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,74,84,78,10,Elite
ROLLS-ROYCE Black Badge Spectre (23'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,71,77,73,10,Elite
ROLLS-ROYCE Black Badge Spectre (23'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,71,77,73,10,Elite
ROLLS-ROYCE Spectre (22'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,77,86,81,10,Elite
ROLLS-ROYCE Spectre (22'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,77,86,81,10,Elite
ROLLS-ROYCE Spectre (23'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,71,79,74,10,Elite
ROLLS-ROYCE Spectre (23'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,71,79,74,10,Elite
SUBARU Solterra,,,Auto-1,4WD,Electricity,FA,small SUV,10,114,94,104,10,Elite
SUBARU Solterra,,,Auto-1,4WD,Electricity,CA,small SUV,10,114,94,104,10,Elite
SUBARU Solterra Limited/Touring,,,Auto-1,4WD,Electricity,FA,small SUV,10,111,93,102,10,Elite
SUBARU Solterra Limited/Touring,,,Auto-1,4WD,Electricity,CA,small SUV,10,111,93,102,10,Elite
TESLA Model 3,,,Auto-1,2WD,Electricity,FA,midsize car,10,140,125,132,10,Elite
TESLA Model 3,,,Auto-1,2WD,Electricity,CA,midsize car,10,140,125,132,10,Elite
TESLA Model 3 Long Range,,,Auto-1,4WD,Electricity,FA,midsize car,10,137,124,130,10,Elite
TESLA Model 3 Long Range,,,Auto-1,4WD,Electricity,CA,midsize car,10,137,124,130,10,Elite
"TESLA Model S Plaid (19"" Wheels)",,,Auto-1,4WD,Electricity,FA,large car,10,111,103,107,10,Elite
"TESLA Model S Plaid (19"" Wheels)",,,Auto-1,4WD,Electricity,CA,large car,10,111,103,107,10,Elite
"TESLA Model S Plaid (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,large car,10,100,91,96,10,Elite
"TESLA Model S Plaid (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,large car,10,100,91,96,10,Elite
TESLA Model X,,,Auto-1,4WD,Electricity,FA,standard SUV,10,104,96,100,10,Elite
TESLA Model X,,,Auto-1,4WD,Electricity,CA,standard SUV,10,104,96,100,10,Elite
"TESLA Model X Plaid (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,102,92,98,10,Elite
"TESLA Model X Plaid (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,102,92,98,10,Elite
"TESLA Model X Plaid (22"" Wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,94,86,90,10,Elite
"TESLA Model X Plaid (22"" Wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,94,86,90,10,Elite
TESLA Model Y Long Range,,,Auto-1,4WD,Electricity,FA,small SUV,10,122,112,117,10,Elite
TESLA Model Y Long Range,,,Auto-1,4WD,Electricity,CA,small SUV,10,122,112,117,10,Elite
TOYOTA Camry Hybrid LE,2.5,4.0,SCV-6,2WD,Gasoline,CA,midsize car,7,51,53,52,8,Yes
TOYOTA Camry Hybrid LE,2.5,4.0,SCV-6,2WD,Gasoline,FA,midsize car,7,51,53,52,8,Yes
TOYOTA Camry Hybrid SE/XLE/XSE,2.5,4.0,SCV-6,2WD,Gasoline,CA,midsize car,7,44,47,46,8,Yes
TOYOTA Camry Hybrid SE/XLE/XSE,2.5,4.0,SCV-6,2WD,Gasoline,FA,midsize car,7,44,47,46,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,2WD,Gasoline,CA,small car,7,50,43,47,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,2WD,Gasoline,CA,small car,7,53,46,50,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,2WD,Gasoline,FA,small car,7,50,43,47,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,2WD,Gasoline,FA,small car,7,53,46,50,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,4WD,Gasoline,CA,small car,7,47,41,44,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,4WD,Gasoline,CA,small car,7,51,44,48,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,4WD,Gasoline,FA,small car,7,47,41,44,8,Yes
TOYOTA Corolla Hybrid,1.8,4.0,CVT,4WD,Gasoline,FA,small car,7,51,44,48,8,Yes
TOYOTA Mirai Limited,,,CVT,2WD,Hydrogen,FA,small car,10,67,64,65,10,Elite
TOYOTA Mirai Limited,,,CVT,2WD,Hydrogen,CA,small car,10,67,64,65,10,Elite
TOYOTA Mirai XLE,,,CVT,2WD,Hydrogen,FA,small car,10,76,71,74,10,Elite
TOYOTA Mirai XLE,,,CVT,2WD,Hydrogen,CA,small car,10,76,71,74,10,Elite
TOYOTA Prius,2.0,4.0,CVT,2WD,Gasoline,CA,midsize car,7,57,56,57,8,Yes
TOYOTA Prius,2.0,4.0,CVT,2WD,Gasoline,FA,midsize car,7,57,56,57,8,Yes
TOYOTA Prius,2.0,4.0,CVT,4WD,Gasoline,CA,midsize car,7,53,54,54,8,Yes
TOYOTA Prius,2.0,4.0,CVT,4WD,Gasoline,FA,midsize car,7,53,54,54,8,Yes
TOYOTA Prius Prime,2.0,4.0,CVT,2WD,Gasoline/Electricity,CA,midsize car,7,50/125,47/103,48/114,10,Yes
TOYOTA Prius Prime,2.0,4.0,CVT,2WD,Gasoline/Electricity,FA,midsize car,7,50/125,47/103,48/114,10,Yes
TOYOTA Prius Prime SE,2.0,4.0,CVT,2WD,Gasoline/Electricity,CA,midsize car,7,53/140,51/115,52/127,10,Yes
TOYOTA Prius Prime SE,2.0,4.0,CVT,2WD,Gasoline/Electricity,FA,midsize car,7,53/140,51/115,52/127,10,Yes
TOYOTA Prius XLE/LTD,2.0,4.0,CVT,2WD,Gasoline,CA,midsize car,7,52,52,52,8,Yes
TOYOTA Prius XLE/LTD,2.0,4.0,CVT,2WD,Gasoline,FA,midsize car,7,52,52,52,8,Yes
TOYOTA Prius XLE/LTD,2.0,4.0,CVT,4WD,Gasoline,CA,midsize car,7,49,50,49,8,Yes
TOYOTA Prius XLE/LTD,2.0,4.0,CVT,4WD,Gasoline,FA,midsize car,7,49,50,49,8,Yes
TOYOTA RAV4 PRIME,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,CA,small SUV,7,40/105,36/84,38/94,10,Yes
TOYOTA RAV4 PRIME,2.5,4.0,SCV-6,4WD,Gasoline/Electricity,FA,small SUV,7,40/105,36/84,38/94,10,Yes
TOYOTA bZ4X,,,Auto-1,2WD,Electricity,FA,small SUV,10,131,107,119,10,Elite
TOYOTA bZ4X,,,Auto-1,2WD,Electricity,CA,small SUV,10,131,107,119,10,Elite
TOYOTA bZ4X,,,Auto-1,4WD,Electricity,FA,small SUV,10,114,94,104,10,Elite
TOYOTA bZ4X,,,Auto-1,4WD,Electricity,CA,small SUV,10,114,94,104,10,Elite
TOYOTA bZ4X Limited,,,Auto-1,2WD,Electricity,FA,small SUV,10,121,102,112,10,Elite
TOYOTA bZ4X Limited,,,Auto-1,2WD,Electricity,CA,small SUV,10,121,102,112,10,Elite
TOYOTA bZ4X Limited,,,Auto-1,4WD,Electricity,FA,small SUV,10,112,92,102,10,Elite
TOYOTA bZ4X Limited,,,Auto-1,4WD,Electricity,CA,small SUV,10,112,92,102,10,Elite
VINFAST VF 9 Eco,,,Auto-1,4WD,Electricity,FA,special purpose,10,79,71,75,10,Elite
VINFAST VF 9 Eco,,,Auto-1,4WD,Electricity,CA,special purpose,10,79,71,75,10,Elite
VINFAST VF 9 Plus,,,Auto-1,4WD,Electricity,FA,special purpose,10,71,66,69,10,Elite
VINFAST VF 9 Plus,,,Auto-1,4WD,Electricity,CA,special purpose,10,71,66,69,10,Elite
VOLKSWAGEN ID.4,,,Auto-1,2WD,Electricity,FA,small SUV,10,115,98,107,10,Elite
VOLKSWAGEN ID.4,,,Auto-1,2WD,Electricity,CA,small SUV,10,115,98,107,10,Elite
VOLKSWAGEN ID.4 AWD Pro,,,Auto-1,4WD,Electricity,FA,small SUV,10,108,96,102,10,Elite
VOLKSWAGEN ID.4 AWD Pro,,,Auto-1,4WD,Electricity,CA,small SUV,10,108,96,102,10,Elite
VOLKSWAGEN ID.4 AWD Pro S,,,Auto-1,4WD,Electricity,FA,small SUV,10,108,96,102,10,Elite
VOLKSWAGEN ID.4 AWD Pro S,,,Auto-1,4WD,Electricity,CA,small SUV,10,108,96,102,10,Elite
VOLKSWAGEN ID.4 Pro,,,Auto-1,2WD,Electricity,FA,small SUV,10,122,104,113,10,Elite
VOLKSWAGEN ID.4 Pro,,,Auto-1,2WD,Electricity,CA,small SUV,10,122,104,113,10,Elite
VOLKSWAGEN ID.4 Pro S,,,Auto-1,2WD,Electricity,FA,small SUV,10,122,104,113,10,Elite
VOLKSWAGEN ID.4 Pro S,,,Auto-1,2WD,Electricity,CA,small SUV,10,122,104,113,10,Elite
VOLKSWAGEN ID.4 S,,,Auto-1,2WD,Electricity,FA,small SUV,10,115,98,107,10,Elite
VOLKSWAGEN ID.4 S,,,Auto-1,2WD,Electricity,CA,small SUV,10,115,98,107,10,Elite
VOLVO C40 Recharge,,,Auto-1,2WD,Electricity,FA,small SUV,10,118,96,107,10,Elite
VOLVO C40 Recharge,,,Auto-1,2WD,Electricity,CA,small SUV,10,118,96,107,10,Elite
VOLVO C40 Recharge twin,,,Auto-1,4WD,Electricity,FA,small SUV,10,106,91,99,10,Elite
VOLVO C40 Recharge twin,,,Auto-1,4WD,Electricity,CA,small SUV,10,106,91,99,10,Elite
VOLVO S60 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,small car,7,30/74,33/73,31/74,9,Yes
VOLVO S60 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,small car,7,30/74,33/73,31/74,9,Yes
VOLVO S90 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,midsize car,7,28/66,31/67,29/66,9,Yes
VOLVO S90 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,midsize car,7,28/66,31/67,29/66,9,Yes
VOLVO V60 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,station wagon,7,30/74,33/73,31/74,9,Yes
VOLVO V60 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,station wagon,7,30/74,33/73,31/74,9,Yes
VOLVO XC40 Recharge,,,Auto-1,2WD,Electricity,FA,small SUV,10,118,95,106,10,Elite
VOLVO XC40 Recharge,,,Auto-1,2WD,Electricity,CA,small SUV,10,118,95,106,10,Elite
VOLVO XC40 Recharge Twin,,,Auto-1,4WD,Electricity,FA,small SUV,10,106,90,98,10,Elite
VOLVO XC40 Recharge Twin,,,Auto-1,4WD,Electricity,CA,small SUV,10,106,90,98,10,Elite
VOLVO XC60 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,small SUV,7,28/66,28/60,28/63,9,Yes
VOLVO XC60 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,small SUV,7,28/66,28/60,28/63,9,Yes
VOLVO XC90 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,7,26/59,27/57,27/58,9,Yes
VOLVO XC90 T8 Recharge,2.0,4.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,7,26/59,27/57,27/58,9,Yes
AUDI Q5 Plug-In Hybrid quattro,2.0,4.0,AMS-7,4WD,Gasoline/Electricity,CA,small SUV,6,25/55,27/61,26/58,8,Yes
AUDI Q5 Plug-In Hybrid quattro,2.0,4.0,AMS-7,4WD,Gasoline/Electricity,FA,small SUV,6,25/55,27/61,26/58,8,Yes
AUDI Q6 e-tron quattro,,,Auto-1,4WD,Electricity,FA,standard SUV,10,102,89,95,10,Elite
AUDI Q6 e-tron quattro,,,Auto-1,4WD,Electricity,FA,standard SUV,10,105,93,99,10,Elite
AUDI Q6 e-tron quattro,,,Auto-1,4WD,Electricity,CA,standard SUV,10,102,89,95,10,Elite
AUDI Q6 e-tron quattro,,,Auto-1,4WD,Electricity,CA,standard SUV,10,105,93,99,10,Elite
AUDI Q8 Sportback e-tron quattro,,,Auto-1,4WD,Electricity,FA,standard SUV,10,73,75,74,10,Elite
AUDI Q8 Sportback e-tron quattro,,,Auto-1,4WD,Electricity,FA,standard SUV,10,77,80,78,10,Elite
AUDI Q8 Sportback e-tron quattro,,,Auto-1,4WD,Electricity,CA,standard SUV,10,73,75,74,10,Elite
AUDI Q8 Sportback e-tron quattro,,,Auto-1,4WD,Electricity,CA,standard SUV,10,77,80,78,10,Elite
AUDI Q8 e-tron quattro,,,Auto-1,4WD,Electricity,FA,standard SUV,10,73,75,74,10,Elite
AUDI Q8 e-tron quattro,,,Auto-1,4WD,Electricity,FA,standard SUV,10,77,80,78,10,Elite
AUDI Q8 e-tron quattro,,,Auto-1,4WD,Electricity,CA,standard SUV,10,73,75,74,10,Elite
AUDI Q8 e-tron quattro,,,Auto-1,4WD,Electricity,CA,standard SUV,10,77,80,78,10,Elite
AUDI SQ6 e-tron,,,Auto-1,4WD,Electricity,FA,standard SUV,10,96,82,89,10,Elite
AUDI SQ6 e-tron,,,Auto-1,4WD,Electricity,CA,standard SUV,10,96,82,89,10,Elite
AUDI SQ8 Sportback e-tron (20 in. wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,68,72,70,10,Elite
AUDI SQ8 Sportback e-tron (20 in. wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,68,72,70,10,Elite
AUDI SQ8 Sportback e-tron (21/22 in. wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,59,60,60,10,Elite
AUDI SQ8 Sportback e-tron (21/22 in. wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,59,60,60,10,Elite
AUDI SQ8 e-tron (20 in. wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,68,72,70,10,Elite
AUDI SQ8 e-tron (20 in. wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,68,72,70,10,Elite
AUDI SQ8 e-tron (21/22 in. wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,59,60,60,10,Elite
AUDI SQ8 e-tron (21/22 in. wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,59,60,60,10,Elite
BMW 550e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,midsize car,6,23/64,26/70,24/67,9,Yes
BMW 550e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,midsize car,6,23/64,26/70,24/67,9,Yes
BMW 750e xDrive,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,large car,6,24/60,27/72,25/65,9,Yes
BMW 750e xDrive,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,large car,6,24/60,27/72,25/65,9,Yes
BMW X5 xDrive50e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,CA,standard SUV,6,22/57,23/59,22/58,9,Yes
BMW X5 xDrive50e,3.0,6.0,SemiAuto-8,4WD,Gasoline/Electricity,FA,standard SUV,6,22/57,23/59,22/58,9,Yes
"BMW i4 M50 Gran Coupe (19"" Wheels)",,,Auto-1,4WD,Electricity,FA,small car,10,93,96,94,10,Elite
"BMW i4 M50 Gran Coupe (19"" Wheels)",,,Auto-1,4WD,Electricity,CA,small car,10,93,96,94,10,Elite
"BMW i4 M50 Gran Coupe (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,small car,10,80,80,80,10,Elite
"BMW i4 M50 Gran Coupe (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,small car,10,80,80,80,10,Elite
"BMW i4 eDrive35 Gran Coupe (18"" Wheels)",,,Auto-1,2WD,Electricity,FA,small car,10,117,114,116,10,Elite
"BMW i4 eDrive35 Gran Coupe (18"" Wheels)",,,Auto-1,2WD,Electricity,CA,small car,10,117,114,116,10,Elite
"BMW i4 eDrive35 Gran Coupe (19"" Wheels)",,,Auto-1,2WD,Electricity,FA,small car,10,108,104,106,10,Elite
"BMW i4 eDrive35 Gran Coupe (19"" Wheels)",,,Auto-1,2WD,Electricity,CA,small car,10,108,104,106,10,Elite
"BMW i4 eDrive40 Gran Coupe (18"" Wheels)",,,Auto-1,2WD,Electricity,FA,small car,10,113,111,112,10,Elite
"BMW i4 eDrive40 Gran Coupe (18"" Wheels)",,,Auto-1,2WD,Electricity,CA,small car,10,113,111,112,10,Elite
"BMW i4 eDrive40 Gran Coupe (19"" Wheels)",,,Auto-1,2WD,Electricity,FA,small car,10,106,103,104,10,Elite
"BMW i4 eDrive40 Gran Coupe (19"" Wheels)",,,Auto-1,2WD,Electricity,CA,small car,10,106,103,104,10,Elite
BMW i4 xDrive40 Gran Coupe (18'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,99,103,101,10,Elite
BMW i4 xDrive40 Gran Coupe (18'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,99,103,101,10,Elite
BMW i4 xDrive40 Gran Coupe (19'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,93,95,94,10,Elite
BMW i4 xDrive40 Gran Coupe (19'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,93,95,94,10,Elite
BMW i5 M60 xDrive Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,89,91,90,10,Elite
BMW i5 M60 xDrive Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,89,91,90,10,Elite
BMW i5 M60 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,88,88,88,10,Elite
BMW i5 M60 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,88,88,88,10,Elite
BMW i5 M60 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,FA,small car,10,83,85,84,10,Elite
BMW i5 M60 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,CA,small car,10,83,85,84,10,Elite
BMW i5 eDrive40 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,FA,small car,10,104,105,105,10,Elite
BMW i5 eDrive40 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,CA,small car,10,104,105,105,10,Elite
BMW i5 eDrive40 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,FA,small car,10,99,98,99,10,Elite
BMW i5 eDrive40 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,CA,small car,10,99,98,99,10,Elite
BMW i5 eDrive40 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,FA,small car,10,97,94,96,10,Elite
BMW i5 eDrive40 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,CA,small car,10,97,94,96,10,Elite
"BMW i5 xDrive40 Sedan (19"" Wheels)",,,Auto-1,4WD,Electricity,FA,small car,10,92,95,93,10,Elite
"BMW i5 xDrive40 Sedan (19"" Wheels)",,,Auto-1,4WD,Electricity,CA,small car,10,92,95,93,10,Elite
"BMW i5 xDrive40 Sedan (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,small car,10,92,94,93,10,Elite
"BMW i5 xDrive40 Sedan (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,small car,10,92,94,93,10,Elite
"BMW i5 xDrive40 Sedan (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,small car,10,86,87,87,10,Elite
"BMW i5 xDrive40 Sedan (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,small car,10,86,87,87,10,Elite
BMW i7 M70 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,FA,large car,10,72,79,75,10,Elite
BMW i7 M70 xDrive Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,CA,large car,10,72,79,75,10,Elite
BMW i7 M70 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,FA,large car,10,77,83,79,10,Elite
BMW i7 M70 xDrive Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,CA,large car,10,77,83,79,10,Elite
BMW i7 eDrive50 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,FA,large car,10,85,93,88,10,Elite
BMW i7 eDrive50 Sedan (19'' Wheels),,,Auto-1,2WD,Electricity,CA,large car,10,85,93,88,10,Elite
BMW i7 eDrive50 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,FA,large car,10,82,88,85,10,Elite
BMW i7 eDrive50 Sedan (20'' Wheels),,,Auto-1,2WD,Electricity,CA,large car,10,82,88,85,10,Elite
BMW i7 eDrive50 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,FA,large car,10,84,90,87,10,Elite
BMW i7 eDrive50 Sedan (21'' Wheels),,,Auto-1,2WD,Electricity,CA,large car,10,84,90,87,10,Elite
BMW i7 xDrive60 Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,FA,large car,10,85,91,88,10,Elite
BMW i7 xDrive60 Sedan (19'' Wheels),,,Auto-1,4WD,Electricity,CA,large car,10,85,91,88,10,Elite
BMW i7 xDrive60 Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,FA,large car,10,81,85,83,10,Elite
BMW i7 xDrive60 Sedan (20'' Wheels),,,Auto-1,4WD,Electricity,CA,large car,10,81,85,83,10,Elite
BMW i7 xDrive60 Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,FA,large car,10,85,89,87,10,Elite
BMW i7 xDrive60 Sedan (21'' Wheels),,,Auto-1,4WD,Electricity,CA,large car,10,85,89,87,10,Elite
BMW iX M60 (21'' Wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,75,77,76,10,Elite
BMW iX M60 (21'' Wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,75,77,76,10,Elite
BMW iX M60 (22'' Wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,75,79,77,10,Elite
BMW iX M60 (22'' Wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,75,79,77,10,Elite
BMW iX xDrive40 (20'' Wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,87,85,86,10,Elite
BMW iX xDrive40 (20'' Wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,87,85,86,10,Elite
BMW iX xDrive40 (21'' Wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,84,81,83,10,Elite
BMW iX xDrive40 (21'' Wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,84,81,83,10,Elite
BMW iX xDrive40 (22'' Wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,89,85,87,10,Elite
BMW iX xDrive40 (22'' Wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,89,85,87,10,Elite
"BMW iX xDrive50 (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,82,84,83,10,Elite
"BMW iX xDrive50 (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,82,84,83,10,Elite
"BMW iX xDrive50 (21"" Wheels)",,,Auto-1,4WD,Electricity,FA,standard SUV,10,82,81,81,10,Elite
"BMW iX xDrive50 (21"" Wheels)",,,Auto-1,4WD,Electricity,CA,standard SUV,10,82,81,81,10,Elite
BMW iX xDrive50 (22'' Wheels),,,Auto-1,4WD,Electricity,FA,standard SUV,10,82,81,81,10,Elite
BMW iX xDrive50 (22'' Wheels),,,Auto-1,4WD,Electricity,CA,standard SUV,10,82,81,81,10,Elite
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline/Electricity,CA,minivan,6,29/87,30/77,30/82,9,Yes
CHRYSLER Pacifica Hybrid,3.6,6.0,CVT,2WD,Gasoline/Electricity,FA,minivan,6,29/87,30/77,30/82,9,Yes
GENESIS Electrified G80,,,Auto-1,4WD,Electricity,FA,midsize car,10,105,89,97,10,Elite
GENESIS Electrified G80,,,Auto-1,4WD,Electricity,CA,midsize car,10,105,89,97,10,Elite
GENESIS Electrified GV70,,,Auto-1,4WD,Electricity,FA,small SUV,10,98,83,91,10,Elite
GENESIS Electrified GV70,,,Auto-1,4WD,Electricity,CA,small SUV,10,98,83,91,10,Elite
"GENESIS GV60 AWD (19"" Wheels)",,,Auto-1,4WD,Electricity,FA,small SUV,10,110,90,100,10,Elite
"GENESIS GV60 AWD (19"" Wheels)",,,Auto-1,4WD,Electricity,CA,small SUV,10,110,90,100,10,Elite
"GENESIS GV60 AWD Advanced (20"" Wheels)",,,Auto-1,4WD,Electricity,FA,small SUV,10,103,86,95,10,Elite
"GENESIS GV60 AWD Advanced (20"" Wheels)",,,Auto-1,4WD,Electricity,CA,small SUV,10,103,86,95,10,Elite
GENESIS GV60 AWD Performance,,,Auto-1,4WD,Electricity,FA,small SUV,10,97,82,90,10,Elite
GENESIS GV60 AWD Performance,,,Auto-1,4WD,Electricity,CA,small SUV,10,97,82,90,10,Elite
GENESIS GV60 RWD,,,Auto-1,2WD,Electricity,FA,small SUV,10,125,99,112,10,Elite
GENESIS GV60 RWD,,,Auto-1,2WD,Electricity,CA,small SUV,10,125,99,112,10,Elite
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,FA,pickup,10,58,46,52,10,Elite
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,CA,pickup,10,58,46,52,10,Elite
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,FA,pickup,10,59,47,53,10,Elite
GMC Hummer EV Pickup,,,Auto-1,4WD,Electricity,CA,pickup,10,59,47,53,10,Elite
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,FA,pickup,10,53,43,48,10,Elite
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,CA,pickup,10,53,43,48,10,Elite
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,FA,pickup,10,52,42,47,10,Elite
GMC Hummer EV Pickup MT Tires,,,Auto-1,4WD,Electricity,CA,pickup,10,52,42,47,10,Elite
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,FA,standard SUV,10,58,46,52,10,Elite
GMC Hummer EV SUV,,,Auto-1,4WD,Electricity,CA,standard SUV,10,58,46,52,10,Elite
